file,line,field,value,literal_type,classification,review_priority,context,reproducibility_note
create_manuscript.py,314,,63,number_embedded_in_text,historical_date_or_prose_number,low,"""セレウコス朝シリア"": ""Annexed by Rome as province of Syria (63 BC)"",","Historical date or contextual prose number, not a computed analysis result."
create_manuscript.py,315,,224,number_embedded_in_text,historical_date_or_prose_number,low,"""パルティア"": ""Overthrown by Sasanian revolt under Ardashir I (224 AD)"",","Historical date or contextual prose number, not a computed analysis result."
create_manuscript.py,316,,636,number_embedded_in_text,historical_date_or_prose_number,low,"""ササン朝ペルシア"": ""Conquered by Arab-Muslim armies at Battle of al-Qadisiyyah (636 AD)"",","Historical date or contextual prose number, not a computed analysis result."
create_manuscript.py,319,,907,number_embedded_in_text,prose_or_label_number,medium,"""唐朝中国"": ""Collapsed after An Lushan Rebellion; fell to warlords (907)"",",Number is embedded in a string and requires contextual review.
create_manuscript.py,320,,750,number_embedded_in_text,prose_or_label_number,medium,"""ウマイヤ朝"": ""Overthrown by Abbasid Revolution (750)"",",Number is embedded in a string and requires contextual review.
create_manuscript.py,321,,1392,number_embedded_in_text,prose_or_label_number,medium,"""高麗"": ""Replaced by Joseon Dynasty coup (1392)"",",Number is embedded in a string and requires contextual review.
create_manuscript.py,322,,1431,number_embedded_in_text,prose_or_label_number,medium,"""クメール帝国（アンコール）"": ""Sacked by Ayutthaya (Siamese) forces (1431)"",",Number is embedded in a string and requires contextual review.
create_manuscript.py,325,,1240,number_embedded_in_text,prose_or_label_number,medium,"""キエフ大公国"": ""Destroyed by Mongol invasion (1240)"",",Number is embedded in a string and requires contextual review.
create_manuscript.py,326,,1797,number_embedded_in_text,prose_or_label_number,medium,"""ジェノヴァ共和国"": ""Annexed by France under Napoleon (1797)"",",Number is embedded in a string and requires contextual review.
create_manuscript.py,328,,1368,number_embedded_in_text,prose_or_label_number,medium,"""元朝中国"": ""Overthrown by Ming rebellion under Zhu Yuanzhang (1368)"",",Number is embedded in a string and requires contextual review.
create_manuscript.py,329,,1507,number_embedded_in_text,prose_or_label_number,medium,"""ティムール朝"": ""Fragmented; conquered by Uzbek Shaybanids (1507)"",",Number is embedded in a string and requires contextual review.
create_manuscript.py,330,,1879,number_embedded_in_text,prose_or_label_number,medium,"""琉球王国"": ""Annexed by Meiji Japan (1879)"",",Number is embedded in a string and requires contextual review.
create_manuscript.py,331,,1795,number_embedded_in_text,prose_or_label_number,medium,"""ポーランド・リトアニア共和国"": ""Partitioned by Russia, Prussia, Austria (1795)"",",Number is embedded in a string and requires contextual review.
create_manuscript.py,332,,1721,number_embedded_in_text,prose_or_label_number,medium,"""スウェーデン帝国"": ""Lost Great Northern War to Russia (1721); state survived"",",Number is embedded in a string and requires contextual review.
create_manuscript.py,333,,1917,number_embedded_in_text,prose_or_label_number,medium,"""ロシア帝国（ピョートル後）"": ""Russian Revolution (1917); state reconstituted as USSR"",",Number is embedded in a string and requires contextual review.
create_manuscript.py,335,,1893,number_embedded_in_text,prose_or_label_number,medium,"""ハワイ王国"": ""Overthrown by US-backed coup (1893); annexed by US (1898)"",",Number is embedded in a string and requires contextual review.
create_manuscript.py,335,,1898,number_embedded_in_text,prose_or_label_number,medium,"""ハワイ王国"": ""Overthrown by US-backed coup (1893); annexed by US (1898)"",",Number is embedded in a string and requires contextual review.
create_manuscript.py,336,,1879,number_embedded_in_text,prose_or_label_number,medium,"""ズールー王国"": ""Conquered by British Empire in Anglo-Zulu War (1879)"",",Number is embedded in a string and requires contextual review.
create_manuscript.py,337,,1885,number_embedded_in_text,prose_or_label_number,medium,"""ビルマ（コンバウン朝）"": ""Conquered by British Empire in Third Anglo-Burmese War (1885)"",",Number is embedded in a string and requires contextual review.
create_manuscript.py,338,,1918,number_embedded_in_text,prose_or_label_number,medium,"""オーストリア＝ハンガリー帝国"": ""Dissolved after WWI (1918); successor states emerged"",",Number is embedded in a string and requires contextual review.
create_manuscript.py,341,,1815,number_embedded_in_text,prose_or_label_number,medium,"""ナポレオン帝国"": ""Defeated at Waterloo (1815); France continued as nation-state"",",Number is embedded in a string and requires contextual review.
create_manuscript.py,342,,1910,number_embedded_in_text,prose_or_label_number,medium,"""大韓帝国"": ""Annexed by Japan (1910)"",",Number is embedded in a string and requires contextual review.
create_manuscript.py,343,,1945,number_embedded_in_text,prose_or_label_number,medium,"""満州国"": ""Dissolved after Japan's WWII defeat (1945)"",",Number is embedded in a string and requires contextual review.
create_manuscript.py,344,,1975,number_embedded_in_text,prose_or_label_number,medium,"""南ベトナム"": ""Conquered by North Vietnam; reunification (1975)"",",Number is embedded in a string and requires contextual review.
create_manuscript.py,345,,1989,number_embedded_in_text,prose_or_label_number,medium,"""チェコスロバキア（共産期）"": ""Velvet Revolution (1989); peaceful split into Czech Rep. and Slovakia (1993)"",",Number is embedded in a string and requires contextual review.
create_manuscript.py,345,,1993,number_embedded_in_text,prose_or_label_number,medium,"""チェコスロバキア（共産期）"": ""Velvet Revolution (1989); peaceful split into Czech Rep. and Slovakia (1993)"",",Number is embedded in a string and requires contextual review.
create_manuscript.py,346,,1989,number_embedded_in_text,prose_or_label_number,medium,"""ポーランド（共産期）"": ""Solidarity movement; democratic transition (1989)"",",Number is embedded in a string and requires contextual review.
create_manuscript.py,347,,1989,number_embedded_in_text,prose_or_label_number,medium,"""ルーマニア（共産期）"": ""Romanian Revolution; execution of Ceausescu (1989)"",",Number is embedded in a string and requires contextual review.
create_manuscript.py,349,,1948,number_embedded_in_text,historical_date_or_prose_number,low,"""イスラエル"": ""Survived: established and maintained statehood since 1948"",","Historical date or contextual prose number, not a computed analysis result."
create_manuscript.py,351,,1991,number_embedded_in_text,historical_date_or_prose_number,low,"""現代インド"": ""Survived: liberalization-era growth since 1991"",","Historical date or contextual prose number, not a computed analysis result."
create_manuscript.py,354,,1991,number_embedded_in_text,historical_date_or_prose_number,low,"""トルクメニスタン"": ""Survived: authoritarian gas-state since independence (1991)"",","Historical date or contextual prose number, not a computed analysis result."
create_manuscript.py,395,,0,numeric_ast_literal,code_constant_requires_context,medium,"ban_rate = ban_df[""outcome_binary""].mean() if len(ban_df) > 0 else 0","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,395,,0,numeric_ast_literal,code_constant_requires_context,medium,"ban_rate = ban_df[""outcome_binary""].mean() if len(ban_df) > 0 else 0","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,396,,0,numeric_ast_literal,code_constant_requires_context,medium,"no_rate = no_ban_df[""outcome_binary""].mean() if len(no_ban_df) > 0 else 0","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,396,,0,numeric_ast_literal,code_constant_requires_context,medium,"no_rate = no_ban_df[""outcome_binary""].mean() if len(no_ban_df) > 0 else 0","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,410,,0,numeric_ast_literal,code_constant_requires_context,medium,"""rr"": ban_rate / no_rate if no_rate > 0 else float(""inf""),","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,414,,42,numeric_ast_literal,analysis_parameter_or_threshold,medium,rng = np.random.default_rng(42),"Explicit analysis parameter, random seed, resampling count, or decision threshold."
create_manuscript.py,415,,5000,numeric_ast_literal,analysis_parameter_or_threshold,medium,n_boot = 5000,"Explicit analysis parameter, random seed, resampling count, or decision threshold."
create_manuscript.py,428,,0,numeric_ast_literal,code_constant_requires_context,medium,"ct = ct.reindex(index=[""stock"", ""flow""], columns=[""overtaken"", ""survived""], fill_value=0)","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,431,,0,numeric_ast_literal,code_constant_requires_context,medium,boot_ors[i] = (tp * tn) / (fp * fn) if (fp * fn) > 0 else np.nan,"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,435,,100,numeric_ast_literal,code_constant_requires_context,medium,if len(valid) >= 100:,"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,438,,2.5,numeric_ast_literal,analysis_parameter_or_threshold,medium,"""ci_lo"": np.percentile(valid, 2.5),","Explicit analysis parameter, random seed, resampling count, or decision threshold."
create_manuscript.py,439,,97.5,numeric_ast_literal,analysis_parameter_or_threshold,medium,"""ci_hi"": np.percentile(valid, 97.5),","Explicit analysis parameter, random seed, resampling count, or decision threshold."
create_manuscript.py,452,,10,numeric_ast_literal,display_or_layout_constant,low,"""font.size"": 10,","Document, chart, or slide layout constant."
create_manuscript.py,453,,12,numeric_ast_literal,code_constant_requires_context,medium,"""axes.titlesize"": 12,","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,454,,300,numeric_ast_literal,display_or_layout_constant,low,"""figure.dpi"": 300,","Document, chart, or slide layout constant."
create_manuscript.py,458,,1,numeric_ast_literal,display_or_layout_constant,low,"fig, axes = plt.subplots(1, 2, figsize=(12, 5))","Document, chart, or slide layout constant."
create_manuscript.py,458,,12,numeric_ast_literal,display_or_layout_constant,low,"fig, axes = plt.subplots(1, 2, figsize=(12, 5))","Document, chart, or slide layout constant."
create_manuscript.py,458,,2,numeric_ast_literal,display_or_layout_constant,low,"fig, axes = plt.subplots(1, 2, figsize=(12, 5))","Document, chart, or slide layout constant."
create_manuscript.py,458,,5,numeric_ast_literal,display_or_layout_constant,low,"fig, axes = plt.subplots(1, 2, figsize=(12, 5))","Document, chart, or slide layout constant."
create_manuscript.py,471,,0.35,numeric_ast_literal,display_or_layout_constant,low,width = 0.35,"Document, chart, or slide layout constant."
create_manuscript.py,478,,100,numeric_ast_literal,code_constant_requires_context,medium,"ban_rates.append(s[""ban_rate""] * 100)","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,479,,100,numeric_ast_literal,code_constant_requires_context,medium,"no_rates.append(s[""no_ban_rate""] * 100)","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,481,,0.85,numeric_ast_literal,display_or_layout_constant,low,"bars1 = ax.bar(x - width/2, ban_rates, width, label=""Maritime closure"", color=""#c0392b"", alpha=0.85)","Document, chart, or slide layout constant."
create_manuscript.py,481,,2,numeric_ast_literal,display_or_layout_constant,low,"bars1 = ax.bar(x - width/2, ban_rates, width, label=""Maritime closure"", color=""#c0392b"", alpha=0.85)","Document, chart, or slide layout constant."
create_manuscript.py,482,,0.85,numeric_ast_literal,display_or_layout_constant,low,"bars2 = ax.bar(x + width/2, no_rates, width, label=""No closure"", color=""#2980b9"", alpha=0.85)","Document, chart, or slide layout constant."
create_manuscript.py,482,,2,numeric_ast_literal,display_or_layout_constant,low,"bars2 = ax.bar(x + width/2, no_rates, width, label=""No closure"", color=""#2980b9"", alpha=0.85)","Document, chart, or slide layout constant."
create_manuscript.py,485,,1.5,numeric_ast_literal,display_or_layout_constant,low,"ax.text(bar.get_x() + bar.get_width()/2, bar.get_height() + 1.5,","Document, chart, or slide layout constant."
create_manuscript.py,485,,2,numeric_ast_literal,display_or_layout_constant,low,"ax.text(bar.get_x() + bar.get_width()/2, bar.get_height() + 1.5,","Document, chart, or slide layout constant."
create_manuscript.py,486,,8,numeric_ast_literal,display_or_layout_constant,low,"f""{bar.get_height():.1f}%"", ha=""center"", va=""bottom"", fontsize=8)","Document, chart, or slide layout constant."
create_manuscript.py,488,,1.5,numeric_ast_literal,display_or_layout_constant,low,"ax.text(bar.get_x() + bar.get_width()/2, bar.get_height() + 1.5,","Document, chart, or slide layout constant."
create_manuscript.py,488,,2,numeric_ast_literal,display_or_layout_constant,low,"ax.text(bar.get_x() + bar.get_width()/2, bar.get_height() + 1.5,","Document, chart, or slide layout constant."
create_manuscript.py,489,,8,numeric_ast_literal,display_or_layout_constant,low,"f""{bar.get_height():.1f}%"", ha=""center"", va=""bottom"", fontsize=8)","Document, chart, or slide layout constant."
create_manuscript.py,495,,0,numeric_ast_literal,code_constant_requires_context,medium,"ax.set_ylim(0, 110)","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,495,,110,numeric_ast_literal,code_constant_requires_context,medium,"ax.set_ylim(0, 110)","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,496,,8,numeric_ast_literal,display_or_layout_constant,low,"ax.legend(loc=""upper left"", fontsize=8)","Document, chart, or slide layout constant."
create_manuscript.py,500,,1,number_embedded_in_text,manuscript_structure_or_cross_reference,low,"fig.suptitle(""Fig. 1  Conquest Rates: Maritime Closure vs. No Closure"", fontsize=13, fontweight=""bold"")","Figure, table, section, or heading number used for document structure."
create_manuscript.py,500,,13,numeric_ast_literal,display_or_layout_constant,low,"fig.suptitle(""Fig. 1  Conquest Rates: Maritime Closure vs. No Closure"", fontsize=13, fontweight=""bold"")","Document, chart, or slide layout constant."
create_manuscript.py,501,,0,numeric_ast_literal,code_constant_requires_context,medium,"fig.tight_layout(rect=[0, 0, 1, 0.93])","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,501,,0,numeric_ast_literal,code_constant_requires_context,medium,"fig.tight_layout(rect=[0, 0, 1, 0.93])","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,501,,0.93,numeric_ast_literal,code_constant_requires_context,medium,"fig.tight_layout(rect=[0, 0, 1, 0.93])","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,501,,1,numeric_ast_literal,code_constant_requires_context,medium,"fig.tight_layout(rect=[0, 0, 1, 0.93])","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,502,,300,numeric_ast_literal,display_or_layout_constant,low,"fig.savefig(os.path.join(FIG, ""Fig1.png""), dpi=300, bbox_inches=""tight"")","Document, chart, or slide layout constant."
create_manuscript.py,506,,5,numeric_ast_literal,display_or_layout_constant,low,"fig, ax = plt.subplots(figsize=(8, 5))","Document, chart, or slide layout constant."
create_manuscript.py,506,,8,numeric_ast_literal,display_or_layout_constant,low,"fig, ax = plt.subplots(figsize=(8, 5))","Document, chart, or slide layout constant."
create_manuscript.py,509,,0,numeric_ast_literal,code_constant_requires_context,medium,"0,","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,526,,2,numeric_ast_literal,display_or_layout_constant,low,"linewidth=2,","Document, chart, or slide layout constant."
create_manuscript.py,527,,8,numeric_ast_literal,code_constant_requires_context,medium,"markersize=8,","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,532,,0.05,numeric_ast_literal,display_or_layout_constant,low,"ax.axhline(y=0.05, color=""gray"", linestyle=""--"", linewidth=1, label=""p = 0.05 threshold"")","Document, chart, or slide layout constant."
create_manuscript.py,532,,0.05,number_embedded_in_text,analysis_threshold_or_output_label,medium,"ax.axhline(y=0.05, color=""gray"", linestyle=""--"", linewidth=1, label=""p = 0.05 threshold"")","Decision threshold, confidence-level label, or chart legend rather than a computed result."
create_manuscript.py,532,,1,numeric_ast_literal,display_or_layout_constant,low,"ax.axhline(y=0.05, color=""gray"", linestyle=""--"", linewidth=1, label=""p = 0.05 threshold"")","Document, chart, or slide layout constant."
create_manuscript.py,538,,0,number_embedded_in_text,prose_or_label_number,medium,"""0\n(Baseline)"",",Number is embedded in a string and requires contextual review.
create_manuscript.py,543,,0.01,numeric_ast_literal,code_constant_requires_context,medium,"ax.set_ylim(-0.01, max(0.25, max(all_ps) + 0.05))","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,543,,0.05,numeric_ast_literal,code_constant_requires_context,medium,"ax.set_ylim(-0.01, max(0.25, max(all_ps) + 0.05))","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,543,,0.25,numeric_ast_literal,code_constant_requires_context,medium,"ax.set_ylim(-0.01, max(0.25, max(all_ps) + 0.05))","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,544,,9,numeric_ast_literal,display_or_layout_constant,low,ax.legend(fontsize=9),"Document, chart, or slide layout constant."
create_manuscript.py,545,,2,number_embedded_in_text,manuscript_structure_or_cross_reference,low,"ax.set_title(""Fig. 2  Fisher's Exact Test p-values: Maritime Closure → Conquest"", fontweight=""bold"")","Figure, table, section, or heading number used for document structure."
create_manuscript.py,549,,300,numeric_ast_literal,display_or_layout_constant,low,"fig.savefig(os.path.join(FIG, ""Fig2.png""), dpi=300, bbox_inches=""tight"")","Document, chart, or slide layout constant."
create_manuscript.py,553,,1,numeric_ast_literal,display_or_layout_constant,low,"fig, axes = plt.subplots(1, 2, figsize=(12, 5))","Document, chart, or slide layout constant."
create_manuscript.py,553,,12,numeric_ast_literal,display_or_layout_constant,low,"fig, axes = plt.subplots(1, 2, figsize=(12, 5))","Document, chart, or slide layout constant."
create_manuscript.py,553,,2,numeric_ast_literal,display_or_layout_constant,low,"fig, axes = plt.subplots(1, 2, figsize=(12, 5))","Document, chart, or slide layout constant."
create_manuscript.py,553,,5,numeric_ast_literal,display_or_layout_constant,low,"fig, axes = plt.subplots(1, 2, figsize=(12, 5))","Document, chart, or slide layout constant."
create_manuscript.py,570,,0,numeric_ast_literal,code_constant_requires_context,medium,if len(sub) > 0:,"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,571,,100,numeric_ast_literal,code_constant_requires_context,medium,"rate = sub[""outcome_binary""].mean() * 100","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,575,,0,numeric_ast_literal,code_constant_requires_context,medium,rates.append(0),"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,576,,0,numeric_ast_literal,code_constant_requires_context,medium,counts.append(0),"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,579,,0.85,numeric_ast_literal,display_or_layout_constant,low,"bars = ax.bar(range(len(categories)), rates, color=colors, alpha=0.85)","Document, chart, or slide layout constant."
create_manuscript.py,581,,0,numeric_ast_literal,code_constant_requires_context,medium,if n > 0:,"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,582,,1.5,numeric_ast_literal,display_or_layout_constant,low,"ax.text(bar.get_x() + bar.get_width()/2, bar.get_height() + 1.5,","Document, chart, or slide layout constant."
create_manuscript.py,582,,2,numeric_ast_literal,display_or_layout_constant,low,"ax.text(bar.get_x() + bar.get_width()/2, bar.get_height() + 1.5,","Document, chart, or slide layout constant."
create_manuscript.py,583,,8,numeric_ast_literal,display_or_layout_constant,low,"f""{rates[i]:.0f}%\n(n={n})"", ha=""center"", va=""bottom"", fontsize=8)","Document, chart, or slide layout constant."
create_manuscript.py,586,,8,numeric_ast_literal,display_or_layout_constant,low,"ax.set_xticklabels(cat_labels, fontsize=8)","Document, chart, or slide layout constant."
create_manuscript.py,589,,0,numeric_ast_literal,code_constant_requires_context,medium,"ax.set_ylim(0, 115)","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,589,,115,numeric_ast_literal,code_constant_requires_context,medium,"ax.set_ylim(0, 115)","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,595,,3,number_embedded_in_text,dynamically_generated_value_or_format_precision,low,"f""Fig. 3  Conquest Rates by Closure Type ({candidate_count}-Country Reclassification)"",",Number appears in an f-string or format specification; the reported value is generated at runtime.
create_manuscript.py,596,,13,numeric_ast_literal,display_or_layout_constant,low,"fontsize=13,","Document, chart, or slide layout constant."
create_manuscript.py,599,,0,numeric_ast_literal,code_constant_requires_context,medium,"fig.tight_layout(rect=[0, 0, 1, 0.93])","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,599,,0,numeric_ast_literal,code_constant_requires_context,medium,"fig.tight_layout(rect=[0, 0, 1, 0.93])","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,599,,0.93,numeric_ast_literal,code_constant_requires_context,medium,"fig.tight_layout(rect=[0, 0, 1, 0.93])","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,599,,1,numeric_ast_literal,code_constant_requires_context,medium,"fig.tight_layout(rect=[0, 0, 1, 0.93])","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,600,,300,numeric_ast_literal,display_or_layout_constant,low,"fig.savefig(os.path.join(FIG, ""Fig3.png""), dpi=300, bbox_inches=""tight"")","Document, chart, or slide layout constant."
create_manuscript.py,604,,6,numeric_ast_literal,display_or_layout_constant,low,"fig, ax = plt.subplots(figsize=(8, 6))","Document, chart, or slide layout constant."
create_manuscript.py,604,,8,numeric_ast_literal,display_or_layout_constant,low,"fig, ax = plt.subplots(figsize=(8, 6))","Document, chart, or slide layout constant."
create_manuscript.py,625,,0,numeric_ast_literal,code_constant_requires_context,medium,"log_lo = np.log(v[""ci_lo""]) if v[""ci_lo""] > 0 else -5","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,625,,5,numeric_ast_literal,code_constant_requires_context,medium,"log_lo = np.log(v[""ci_lo""]) if v[""ci_lo""] > 0 else -5","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,626,,10000000000.0,numeric_ast_literal,code_constant_requires_context,medium,"log_hi = np.log(v[""ci_hi""]) if v[""ci_hi""] < 1e10 else 5","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,626,,5,numeric_ast_literal,code_constant_requires_context,medium,"log_hi = np.log(v[""ci_hi""]) if v[""ci_hi""] < 1e10 else 5","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
create_manuscript.py,627,,0.05,numeric_ast_literal,display_or_layout_constant,low,"color = ""#c0392b"" if v[""p""] < 0.05 else ""#2980b9"" if v[""p""] < 0.10 else ""#7f8c8d""","Document, chart, or slide layout constant."
create_manuscript.py,627,,0.1,numeric_ast_literal,display_or_layout_constant,low,"color = ""#c0392b"" if v[""p""] < 0.05 else ""#2980b9"" if v[""p""] < 0.10 else ""#7f8c8d""","Document, chart, or slide layout constant."
create_manuscript.py,628,,2,numeric_ast_literal,display_or_layout_constant,low,"ax.plot([log_lo, log_hi], [i, i], color=color, linewidth=2)","Document, chart, or slide layout constant."
create_manuscript.py,629,,8,numeric_ast_literal,display_or_layout_constant,low,"ax.plot(log_or, i, ""o"", color=color, markersize=8)","Document, chart, or slide layout constant."
create_manuscript.py,631,,0,numeric_ast_literal,display_or_layout_constant,low,"ax.axvline(x=0, color=""gray"", linestyle=""--"", linewidth=1)","Document, chart, or slide layout constant."
create_manuscript.py,631,,1,numeric_ast_literal,display_or_layout_constant,low,"ax.axvline(x=0, color=""gray"", linestyle=""--"", linewidth=1)","Document, chart, or slide layout constant."
create_manuscript.py,637,,4,number_embedded_in_text,manuscript_structure_or_cross_reference,low,"""Fig. 4  Multivariate Logistic Regression\n""","Figure, table, section, or heading number used for document structure."
create_manuscript.py,640,,11,numeric_ast_literal,display_or_layout_constant,low,"fontsize=11,","Document, chart, or slide layout constant."
create_manuscript.py,647,,0,numeric_ast_literal,display_or_layout_constant,low,"Line2D([0], [0], marker=""o"", color=""#c0392b"", label=""p < 0.05"", markersize=8, linestyle=""-""),","Document, chart, or slide layout constant."
create_manuscript.py,647,,0,numeric_ast_literal,display_or_layout_constant,low,"Line2D([0], [0], marker=""o"", color=""#c0392b"", label=""p < 0.05"", markersize=8, linestyle=""-""),","Document, chart, or slide layout constant."
create_manuscript.py,647,,0.05,number_embedded_in_text,analysis_threshold_or_output_label,medium,"Line2D([0], [0], marker=""o"", color=""#c0392b"", label=""p < 0.05"", markersize=8, linestyle=""-""),","Decision threshold, confidence-level label, or chart legend rather than a computed result."
create_manuscript.py,647,,8,numeric_ast_literal,display_or_layout_constant,low,"Line2D([0], [0], marker=""o"", color=""#c0392b"", label=""p < 0.05"", markersize=8, linestyle=""-""),","Document, chart, or slide layout constant."
create_manuscript.py,648,,0,numeric_ast_literal,display_or_layout_constant,low,"Line2D([0], [0], marker=""o"", color=""#2980b9"", label=""p < 0.10"", markersize=8, linestyle=""-""),","Document, chart, or slide layout constant."
create_manuscript.py,648,,0,numeric_ast_literal,display_or_layout_constant,low,"Line2D([0], [0], marker=""o"", color=""#2980b9"", label=""p < 0.10"", markersize=8, linestyle=""-""),","Document, chart, or slide layout constant."
create_manuscript.py,648,,0.10,number_embedded_in_text,analysis_threshold_or_output_label,medium,"Line2D([0], [0], marker=""o"", color=""#2980b9"", label=""p < 0.10"", markersize=8, linestyle=""-""),","Decision threshold, confidence-level label, or chart legend rather than a computed result."
create_manuscript.py,648,,8,numeric_ast_literal,display_or_layout_constant,low,"Line2D([0], [0], marker=""o"", color=""#2980b9"", label=""p < 0.10"", markersize=8, linestyle=""-""),","Document, chart, or slide layout constant."
create_manuscript.py,649,,0,numeric_ast_literal,display_or_layout_constant,low,"Line2D([0], [0], marker=""o"", color=""#7f8c8d"", label=""p ≥ 0.10"", markersize=8, linestyle=""-""),","Document, chart, or slide layout constant."
create_manuscript.py,649,,0,numeric_ast_literal,display_or_layout_constant,low,"Line2D([0], [0], marker=""o"", color=""#7f8c8d"", label=""p ≥ 0.10"", markersize=8, linestyle=""-""),","Document, chart, or slide layout constant."
create_manuscript.py,649,,0.10,number_embedded_in_text,analysis_threshold_or_output_label,medium,"Line2D([0], [0], marker=""o"", color=""#7f8c8d"", label=""p ≥ 0.10"", markersize=8, linestyle=""-""),","Decision threshold, confidence-level label, or chart legend rather than a computed result."
create_manuscript.py,649,,8,numeric_ast_literal,display_or_layout_constant,low,"Line2D([0], [0], marker=""o"", color=""#7f8c8d"", label=""p ≥ 0.10"", markersize=8, linestyle=""-""),","Document, chart, or slide layout constant."
create_manuscript.py,651,,8,numeric_ast_literal,display_or_layout_constant,low,"ax.legend(handles=legend_elements, loc=""lower right"", fontsize=8)","Document, chart, or slide layout constant."
create_manuscript.py,654,,300,numeric_ast_literal,display_or_layout_constant,low,"fig.savefig(os.path.join(FIG, ""Fig4.png""), dpi=300, bbox_inches=""tight"")","Document, chart, or slide layout constant."
create_manuscript.py,666,,13.333,numeric_ast_literal,display_or_layout_constant,low,prs.slide_width = PptxInches(13.333),"Document, chart, or slide layout constant."
create_manuscript.py,667,,7.5,numeric_ast_literal,display_or_layout_constant,low,prs.slide_height = PptxInches(7.5),"Document, chart, or slide layout constant."
create_manuscript.py,671,,1,number_embedded_in_text,manuscript_structure_or_cross_reference,low,"""Fig1.png"": ""Fig. 1  Conquest rates comparing network closure vs. open polities across three reclassification scenarios."",","Figure, table, section, or heading number used for document structure."
create_manuscript.py,672,,2,number_embedded_in_text,manuscript_structure_or_cross_reference,low,"""Fig2.png"": ""Fig. 2  Sensitivity of Fisher exact p-values for closure and conquest to reclassification."",","Figure, table, section, or heading number used for document structure."
create_manuscript.py,674,,3,number_embedded_in_text,manuscript_structure_or_cross_reference,low,"""Fig. 3  Conquest rates by closure type under the ""","Figure, table, section, or heading number used for document structure."
create_manuscript.py,678,,4,number_embedded_in_text,manuscript_structure_or_cross_reference,low,"""Fig. 4  Forest plot of multivariate logistic regression odds ratios ""","Figure, table, section, or heading number used for document structure."
create_manuscript.py,685,,6,numeric_ast_literal,display_or_layout_constant,low,slide = prs.slides.add_slide(prs.slide_layouts[6])  # blank,"Document, chart, or slide layout constant."
create_manuscript.py,687,,0.2,numeric_ast_literal,display_or_layout_constant,low,"txBox = slide.shapes.add_textbox(PptxInches(0.5), PptxInches(0.2), PptxInches(12), PptxInches(0.6))","Document, chart, or slide layout constant."
create_manuscript.py,687,,0.5,numeric_ast_literal,display_or_layout_constant,low,"txBox = slide.shapes.add_textbox(PptxInches(0.5), PptxInches(0.2), PptxInches(12), PptxInches(0.6))","Document, chart, or slide layout constant."
